year,age,origin,uni,applicants,accepted,party,brexit
2022,18,International students,Scottish Universities,50080,3905,Conservative,Post Brexit
2022,18,International students,Welsh Universities,8350,750,Conservative,Post Brexit
2022,18,Scottish students,English Universities,10080,1160,Conservative,Post Brexit
2022,18,Scottish students,Northern Irish Universities,255,20,Conservative,Post Brexit
2022,18,Scottish students,Scottish Universities,181350,30340,Conservative,Post Brexit
2022,18,Scottish students,Welsh Universities,260,35,Conservative,Post Brexit
2022,18,Welsh students,English Universities,78505,10340,Conservative,Post Brexit
2022,18,Welsh students,Northern Irish Universities,290,40,Conservative,Post Brexit
2022,18,Welsh students,Scottish Universities,2930,220,Conservative,Post Brexit
2022,18,Welsh students,Welsh Universities,40825,8540,Conservative,Post Brexit
2022,19,European students,English Universities,37010,3635,Conservative,Post Brexit
2022,19,European students,Northern Irish Universities,3670,520,Conservative,Post Brexit
2022,19,European students,Scottish Universities,5960,390,Conservative,Post Brexit
2022,19,European students,Welsh Universities,1175,135,Conservative,Post Brexit
2022,19,English students,English Universities,605740,99215,Conservative,Post Brexit
2022,19,English students,Northern Irish Universities,795,70,Conservative,Post Brexit
2022,19,English students,Scottish Universities,16395,1770,Conservative,Post Brexit
2022,19,English students,Welsh Universities,17610,3200,Conservative,Post Brexit
2022,19,Northern Irish students,English Universities,7110,910,Conservative,Post Brexit
2022,19,Northern Irish students,Northern Irish Universities,11220,1970,Conservative,Post Brexit
2022,19,Northern Irish students,Scottish Universities,1510,100,Conservative,Post Brexit
2022,19,Northern Irish students,Welsh Universities,370,60,Conservative,Post Brexit
2022,19,International students,English Universities,186800,19200,Conservative,Post Brexit
2022,19,International students,Northern Irish Universities,1145,110,Conservative,Post Brexit
2022,19,International students,Scottish Universities,18965,1500,Conservative,Post Brexit
2022,19,International students,Welsh Universities,4780,440,Conservative,Post Brexit
2022,19,Scottish students,English Universities,5255,660,Conservative,Post Brexit
2022,19,Scottish students,Northern Irish Universities,80,0,Conservative,Post Brexit
2022,19,Scottish students,Scottish Universities,47085,7700,Conservative,Post Brexit
2022,19,Scottish students,Welsh Universities,150,10,Conservative,Post Brexit
2022,19,Welsh students,English Universities,18065,2570,Conservative,Post Brexit
2022,19,Welsh students,Northern Irish Universities,45,0,Conservative,Post Brexit
2022,19,Welsh students,Scottish Universities,570,60,Conservative,Post Brexit
2022,19,Welsh students,Welsh Universities,10380,2390,Conservative,Post Brexit
2022,20,European students,English Universities,11540,1200,Conservative,Post Brexit
2022,20,European students,Northern Irish Universities,765,90,Conservative,Post Brexit
2022,20,European students,Scottish Universities,1740,125,Conservative,Post Brexit
2022,20,European students,Welsh Universities,400,30,Conservative,Post Brexit
2022,20,English students,English Universities,191270,30780,Conservative,Post Brexit
2022,20,English students,Northern Irish Universities,230,15,Conservative,Post Brexit
2022,20,English students,Scottish Universities,3080,250,Conservative,Post Brexit
2022,20,English students,Welsh Universities,4360,790,Conservative,Post Brexit
2022,20,Northern Irish students,English Universities,2940,330,Conservative,Post Brexit
2022,20,Northern Irish students,Northern Irish Universities,4895,865,Conservative,Post Brexit
2022,20,Northern Irish students,Scottish Universities,565,45,Conservative,Post Brexit
2022,20,Northern Irish students,Welsh Universities,130,10,Conservative,Post Brexit
2022,20,International students,English Universities,82310,9570,Conservative,Post Brexit
2022,20,International students,Northern Irish Universities,790,140,Conservative,Post Brexit
2022,20,International students,Scottish Universities,7590,725,Conservative,Post Brexit
2022,20,International students,Welsh Universities,2540,290,Conservative,Post Brexit
2022,20,Scottish students,English Universities,1905,235,Conservative,Post Brexit
2022,20,Scottish students,Northern Irish Universities,20,5,Conservative,Post Brexit
2022,20,Scottish students,Scottish Universities,23540,3760,Conservative,Post Brexit
2022,20,Scottish students,Welsh Universities,40,10,Conservative,Post Brexit
2022,20,Welsh students,English Universities,5590,740,Conservative,Post Brexit
2022,20,Welsh students,Northern Irish Universities,30,0,Conservative,Post Brexit
2022,20,Welsh students,Scottish Universities,130,15,Conservative,Post Brexit
2022,20,Welsh students,Welsh Universities,4255,1020,Conservative,Post Brexit
2022,21 - 24,European students,English Universities,10770,965,Conservative,Post Brexit
2022,21 - 24,European students,Northern Irish Universities,800,130,Conservative,Post Brexit
2022,21 - 24,European students,Scottish Universities,1980,160,Conservative,Post Brexit
2022,21 - 24,European students,Welsh Universities,605,75,Conservative,Post Brexit
2022,21 - 24,English students,English Universities,257015,38535,Conservative,Post Brexit
2022,21 - 24,English students,Northern Irish Universities,605,40,Conservative,Post Brexit
2022,21 - 24,English students,Scottish Universities,4900,300,Conservative,Post Brexit
2022,21 - 24,English students,Welsh Universities,6390,960,Conservative,Post Brexit
2022,21 - 24,Northern Irish students,English Universities,3565,370,Conservative,Post Brexit
2022,21 - 24,Northern Irish students,Northern Irish Universities,7240,1170,Conservative,Post Brexit
2022,21 - 24,Northern Irish students,Scottish Universities,990,75,Conservative,Post Brexit
2022,21 - 24,Northern Irish students,Welsh Universities,250,30,Conservative,Post Brexit
2022,21 - 24,International students,English Universities,79990,8200,Conservative,Post Brexit
2022,21 - 24,International students,Northern Irish Universities,1105,160,Conservative,Post Brexit
2022,21 - 24,International students,Scottish Universities,6320,565,Conservative,Post Brexit
2022,21 - 24,International students,Welsh Universities,3320,360,Conservative,Post Brexit
2022,21 - 24,Scottish students,English Universities,3055,310,Conservative,Post Brexit
2022,21 - 24,Scottish students,Northern Irish Universities,65,0,Conservative,Post Brexit
2022,21 - 24,Scottish students,Scottish Universities,51985,8060,Conservative,Post Brexit
2022,21 - 24,Scottish students,Welsh Universities,110,10,Conservative,Post Brexit
2022,21 - 24,Welsh students,English Universities,7220,870,Conservative,Post Brexit
2022,21 - 24,Welsh students,Northern Irish Universities,80,0,Conservative,Post Brexit
2022,21 - 24,Welsh students,Scottish Universities,260,30,Conservative,Post Brexit
2022,21 - 24,Welsh students,Welsh Universities,9190,2400,Conservative,Post Brexit
2022,25 - 29,European students,English Universities,2145,180,Conservative,Post Brexit
2022,25 - 29,European students,Northern Irish Universities,310,40,Conservative,Post Brexit
2022,25 - 29,European students,Scottish Universities,635,40,Conservative,Post Brexit
2022,25 - 29,European students,Welsh Universities,190,15,Conservative,Post Brexit
2022,25 - 29,English students,English Universities,105155,17290,Conservative,Post Brexit
2022,25 - 29,English students,Northern Irish Universities,300,10,Conservative,Post Brexit
2022,25 - 29,English students,Scottish Universities,1870,115,Conservative,Post Brexit
2022,25 - 29,English students,Welsh Universities,2460,330,Conservative,Post Brexit
2022,25 - 29,Northern Irish students,English Universities,910,80,Conservative,Post Brexit
2022,25 - 29,Northern Irish students,Northern Irish Universities,2830,490,Conservative,Post Brexit
2022,25 - 29,Northern Irish students,Scottish Universities,230,20,Conservative,Post Brexit
2022,25 - 29,Northern Irish students,Welsh Universities,90,15,Conservative,Post Brexit
2022,25 - 29,International students,English Universities,24730,1780,Conservative,Post Brexit
2022,25 - 29,International students,Northern Irish Universities,280,20,Conservative,Post Brexit
2022,25 - 29,International students,Scottish Universities,2575,165,Conservative,Post Brexit
2022,25 - 29,International students,Welsh Universities,990,80,Conservative,Post Brexit
2022,25 - 29,Scottish students,English Universities,1270,130,Conservative,Post Brexit
2022,25 - 29,Scottish students,Northern Irish Universities,55,0,Conservative,Post Brexit
2022,25 - 29,Scottish students,Scottish Universities,29660,5080,Conservative,Post Brexit
2022,25 - 29,Scottish students,Welsh Universities,100,15,Conservative,Post Brexit
2022,25 - 29,Welsh students,English Universities,2455,250,Conservative,Post Brexit
2022,25 - 29,Welsh students,Northern Irish Universities,30,0,Conservative,Post Brexit
2022,25 - 29,Welsh students,Scottish Universities,90,0,Conservative,Post Brexit
2022,25 - 29,Welsh students,Welsh Universities,5270,1360,Conservative,Post Brexit
2022,30 - 34,European students,English Universities,560,50,Conservative,Post Brexit
2022,30 - 34,European students,Northern Irish Universities,75,10,Conservative,Post Brexit
2022,30 - 34,European students,Scottish Universities,150,10,Conservative,Post Brexit
2022,30 - 34,European students,Welsh Universities,50,0,Conservative,Post Brexit
2022,30 - 34,English students,English Universities,63985,11450,Conservative,Post Brexit
2022,30 - 34,English students,Northern Irish Universities,110,0,Conservative,Post Brexit
2022,30 - 34,English students,Scottish Universities,630,25,Conservative,Post Brexit
2022,30 - 34,English students,Welsh Universities,1110,130,Conservative,Post Brexit
2022,30 - 34,Northern Irish students,English Universities,210,10,Conservative,Post Brexit
2022,30 - 34,Northern Irish students,Northern Irish Universities,1985,295,Conservative,Post Brexit
2022,30 - 34,Northern Irish students,Scottish Universities,65,5,Conservative,Post Brexit
2022,30 - 34,Northern Irish students,Welsh Universities,60,0,Conservative,Post Brexit
2022,30 - 34,International students,English Universities,11575,650,Conservative,Post Brexit
2022,30 - 34,International students,Northern Irish Universities,90,0,Conservative,Post Brexit
2022,30 - 34,International students,Scottish Universities,1265,50,Conservative,Post Brexit
2022,30 - 34,International students,Welsh Universities,390,20,Conservative,Post Brexit
2022,30 - 34,Scottish students,English Universities,420,30,Conservative,Post Brexit
2022,30 - 34,Scottish students,Northern Irish Universities,10,0,Conservative,Post Brexit
2022,30 - 34,Scottish students,Scottish Universities,15575,2855,Conservative,Post Brexit
2022,30 - 34,Scottish students,Welsh Universities,20,0,Conservative,Post Brexit
2022,30 - 34,Welsh students,English Universities,925,85,Conservative,Post Brexit
2022,30 - 34,Welsh students,Scottish Universities,30,0,Conservative,Post Brexit
2022,30 - 34,Welsh students,Welsh Universities,3120,855,Conservative,Post Brexit
2022,35 and over,European students,English Universities,555,40,Conservative,Post Brexit
2022,35 and over,European students,Northern Irish Universities,120,10,Conservative,Post Brexit
2022,35 and over,European students,Scottish Universities,110,0,Conservative,Post Brexit
2022,35 and over,European students,Welsh Universities,65,5,Conservative,Post Brexit
2022,35 and over,English students,English Universities,127915,21835,Conservative,Post Brexit
2022,35 and over,English students,Northern Irish Universities,95,0,Conservative,Post Brexit
2022,35 and over,English students,Scottish Universities,620,30,Conservative,Post Brexit
2022,35 and over,English students,Welsh Universities,1200,130,Conservative,Post Brexit
2022,35 and over,Northern Irish students,English Universities,160,20,Conservative,Post Brexit
2022,35 and over,Northern Irish students,Northern Irish Universities,2340,340,Conservative,Post Brexit
2022,35 and over,Northern Irish students,Scottish Universities,60,0,Conservative,Post Brexit
2022,35 and over,Northern Irish students,Welsh Universities,35,0,Conservative,Post Brexit
2022,35 and over,International students,English Universities,12175,650,Conservative,Post Brexit
